"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Cecropia pachystachya",1837382447,-25.958423,-53.258532,"gass84,iddatunl",24048162,175,137,60,3296,286,58,228,215,174,215,133,1975,217,116,19,581,427,581,452
"2",2,"Cecropia pachystachya",1499618583,-19.877767,-43.974378,"gass84",22786945,207,122,66,1841,286,103,183,222,184,225,179,1425,308,11,87,811,36,608,52
"3",3,"Cecropia pachystachya",1836918754,-10.921189,-37.103142,"gass84",20929510,256,58,67,944,298,212,86,253,263,267,242,1410,253,41,59,652,138,253,478
"4",4,"Cecropia pachystachya",1676476944,-25.446139,-54.004639,"gass84",23935824,198,131,57,3399,309,80,229,239,154,239,154,1809,227,103,24,560,349,560,349
"5",5,"Cecropia pachystachya",1801350148,-24.016667,-52.403278,"gass84",23642103,202,113,59,2792,291,101,190,234,166,234,164,1535,185,78,26,513,278,513,320
"6",6,"Cecropia pachystachya",1270105837,-21.728389,-44.961889,"gass84,iddatunl",23167081,184,133,67,2114,266,69,197,205,154,206,153,1542,303,15,77,801,61,684,75
"7",7,"Cecropia pachystachya",1316179320,-21.116792,-56.517567,"gass84,iddatunl",23037204,233,118,63,2431,317,130,187,256,198,258,198,1363,190,38,42,520,144,512,210
"8",8,"Cecropia pachystachya",1252590220,-24.376833,-51.951806,"gass84",23719874,194,120,60,2807,287,90,197,227,193,227,156,1480,194,76,28,490,295,490,328
"9",9,"Cecropia pachystachya",1638347248,-12.618333,-38.955833,"cdround,gass84",21275066,235,78,65,1480,296,176,120,230,251,251,213,1281,181,63,36,475,225,225,396
"10",10,"Cecropia pachystachya",1275068506,-20.301389,-55.864444,"gass84",22873060,244,121,65,2288,326,141,185,267,212,267,211,1432,233,30,52,616,124,616,188
"11",11,"Cecropia pachystachya",1801097555,-17.914398,-43.786635,"gass84,iddatunl",22372230,191,110,63,1683,275,103,172,204,172,208,166,1384,314,8,86,782,26,544,45
"12",12,"Cecropia pachystachya",1500373851,-11.783333,-37.933333,"gass84,iddatunl,txmatfuz",21102290,237,90,68,1483,305,174,131,233,234,253,216,1204,182,52,41,478,186,233,382
"13",13,"Cecropia pachystachya",1291007394,-21.443056,-54.375833,"gass84",23106375,233,116,67,1888,310,138,172,250,210,251,205,1442,191,33,45,542,137,493,190
"14",14,"Cecropia pachystachya",1291007386,-19.4375,-54.535,"gass84",22691652,232,119,69,1617,309,137,172,245,212,246,207,1510,251,32,58,673,105,523,158
"15",15,"Cecropia pachystachya",1423931171,-22.613611,-43.931667,"cdround,gass84",23348546,206,115,61,2217,295,109,186,232,178,233,177,1364,235,23,66,658,85,596,101
"16",16,"Cecropia pachystachya",1585202244,-25.1778,-48.2972,"gass84",23884121,220,82,48,2974,304,135,169,256,181,256,181,2162,312,75,43,892,283,892,283
"17",17,"Cecropia pachystachya",1585192969,-4.285611,-38.994417,"gass84",19547065,214,82,75,569,269,161,108,212,217,219,205,1521,303,24,79,829,79,197,250
"18",18,"Cecropia pachystachya",1420318324,-23.918611,-52.746111,"gass84",23624815,206,119,61,2826,298,103,195,239,180,239,168,1433,164,70,24,453,264,453,337
"19",19,"Cecropia pachystachya",1563170928,-28.934444,-49.363611,"cdround,gass84",24661696,192,97,51,2972,283,95,188,231,159,231,154,1316,146,82,19,412,258,412,279
"20",20,"Cecropia pachystachya",1837389332,-9.463558,-35.572983,"gass84",20627147,249,65,69,1027,296,203,93,246,254,260,234,1770,279,40,61,810,149,293,673
"21",21,"Cecropia pachystachya",1077424143,-29.07,-49.86,"gass84",24687604,185,88,50,2850,272,99,173,222,151,222,150,1437,150,92,14,411,304,411,330
"22",22,"Cecropia pachystachya",1077481518,-24.691472,-51.238778,"gass84",23780371,177,122,61,2815,272,72,200,211,176,211,140,1608,187,93,23,500,319,500,347
"23",23,"Cecropia pachystachya",1213517489,-10.8386,-37.134222,"gass84",20912229,254,62,66,1079,300,207,93,252,262,266,239,1393,249,39,59,643,133,233,491
"24",24,"Cecropia pachystachya",1424504720,-22.198611,-43.154722,"cdround,gass84,rdatm",23262165,211,111,60,2295,298,113,185,238,180,239,180,1617,285,30,67,771,100,686,100
"25",25,"Cecropia pachystachya",1094944004,-12.960833,-39.446389,"gass84,iddatunl",21352814,225,66,62,1401,279,174,105,236,207,241,205,945,133,36,46,372,118,333,129
"26",26,"Cecropia pachystachya",1095811318,-10.4215,-37.467,"gass84",20825821,236,81,65,1549,298,175,123,220,244,252,213,718,109,24,51,313,82,128,272
"27",27,"Cecropia pachystachya",1423941709,-15.385278,-44.376111,"cdround,gass84,iddatunl,rdatm",21853815,236,129,68,1363,325,138,187,243,216,249,216,999,235,1,94,593,5,284,13
"28",29,"Cecropia pachystachya",1275054493,-11.0429,-37.1944,"gass84,iddatunl",20955428,255,65,69,1038,302,208,94,251,263,267,240,1367,252,45,61,645,141,236,466
"29",30,"Cecropia pachystachya",1095811264,-10.529179,-37.03148,"gass84",20843112,249,78,65,1455,309,190,119,235,260,264,228,1233,221,34,63,577,107,186,474
"30",31,"Cecropia pachystachya",1143431079,-23.936222,-52.649278,"gass84",23624817,203,118,61,2758,293,101,192,234,177,234,165,1471,167,72,24,471,269,471,337
"31",32,"Cecropia pachystachya",1099614228,-14.759722,-39.230278,"gass84",21724339,244,65,62,997,294,190,104,252,242,256,229,1513,179,82,21,450,283,426,368
"32",33,"Cecropia pachystachya",1095182660,-24.425778,-52.843694,"gass84",23728492,201,121,60,2916,297,96,201,235,174,235,162,1600,226,78,33,546,297,546,350
"33",34,"Cecropia pachystachya",1226941191,-20.297583,-46.903056,"gass84",22873275,213,121,66,1933,285,104,181,229,186,232,184,1405,274,11,79,745,46,599,67
"34",35,"Cecropia pachystachya",1424510340,-16.514722,-56.297778,"cdround,gass84",22086809,262,117,64,1633,344,162,182,275,240,275,236,1255,206,15,66,582,51,544,92
"35",36,"Cecropia pachystachya",1135086585,-25.682917,-54.4355,"gass84",23987654,211,134,55,3547,325,84,241,230,178,256,165,1716,210,91,20,506,329,468,385
"36",37,"Cecropia pachystachya",1234551534,-29.968519,-50.402814,"gass84",24877671,189,82,46,3323,278,101,177,165,200,232,147,1505,146,103,10,405,344,377,398
"37",38,"Cecropia pachystachya",1213517741,-10.3757,-36.5259,"gass84",20817204,254,84,67,1442,319,195,124,251,261,270,234,1254,226,35,63,604,113,215,430
"38",40,"Cecropia pachystachya",1208833468,-13.122222,-38.968889,"gass84,txmatfuz",21378745,246,68,64,1253,301,196,105,243,260,261,229,1751,225,92,32,627,310,339,547
"39",41,"Cecropia pachystachya",1143414036,-10.15195,-36.38222,"gass84",20765367,247,83,68,1393,310,188,122,243,258,261,226,1355,237,30,65,649,107,219,499
"40",42,"Cecropia pachystachya",1316167897,-25.431179,-53.055018,"gass84,iddatunl",23935847,185,134,59,3245,294,68,226,224,143,224,143,1803,218,98,25,564,350,564,350
"41",43,"Cecropia pachystachya",1420313971,-2.46375,-44.183694,"gass84",19175420,270,76,83,437,318,227,91,266,275,275,264,1861,373,6,85,1014,30,47,821
"42",44,"Cecropia pachystachya",1223127981,-14.755833,-56.3975,"gass84",21723927,248,118,74,1044,313,154,159,258,235,259,232,1465,214,13,62,625,68,612,94
"43",45,"Cecropia pachystachya",1213528280,-29.863114,-50.191136,"gass84",24851756,189,74,45,3134,270,107,163,166,195,230,149,1496,145,110,9,402,351,379,386
"44",46,"Cecropia pachystachya",1264695869,-10.5631,-37.0509,"gass84",20851751,247,76,66,1391,305,190,115,233,257,262,227,1309,237,36,63,615,113,191,502
"45",47,"Cecropia pachystachya",1208837550,-25.192972,-53.871806,"gass84",23883988,187,131,59,3062,295,76,219,224,158,224,147,1868,226,98,22,552,380,552,406
"46",48,"Cecropia pachystachya",1264714457,-5.688056,-45.292778,"gass84",19840673,264,112,70,780,344,186,158,259,263,275,255,1047,245,4,89,612,24,67,191
"47",49,"Cecropia pachystachya",1585338203,-9.15,-59.716667,"cdround,gass84",20557447,254,119,67,472,340,164,176,253,250,259,248,2123,354,9,68,984,61,293,118
"48",50,"Cecropia pachystachya",1819183031,-5.849167,-35.229444,"cdround,gass84",19875475,257,86,73,1039,313,196,117,254,261,268,241,1376,221,19,68,633,65,337,508
"49",51,"Cecropia pachystachya",1570750072,-7.9575,-34.943806,"gass84",20307482,252,71,70,1026,302,201,101,241,257,263,237,1730,273,31,64,811,117,356,685
"50",52,"Cecropia pachystachya",1087694617,-11.268611,-37.438056,"gass84",20998622,252,84,68,1400,315,193,122,248,263,267,232,1466,249,53,53,637,169,250,517
"51",53,"Cecropia pachystachya",1077246665,-11.8,-37.6,"gass84,iddatunl",21110938,250,87,67,1437,317,189,128,247,261,266,230,1492,246,59,50,644,187,275,491
