"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Psychotria carthagenensis",1657212910,-10.4923,-37.0939,"gass84",20834470,243,80,66,1497,304,183,121,228,254,259,221,1161,199,34,61,542,107,177,455
"2",2,"Psychotria carthagenensis",1563171334,-26.794722,-48.591944,"cdround,gass84",24221074,202,90,50,2880,287,110,177,239,165,239,165,1644,225,80,31,606,265,606,265
"3",3,"Psychotria carthagenensis",1587298444,-26.957222,-49.087222,"cdround,gass84",24246982,197,93,51,2927,290,109,181,233,161,233,160,1604,194,86,24,532,291,532,304
"4",4,"Psychotria carthagenensis",1658215349,-8.080883,-35.012369,"gass84,iddatunl",20333400,249,68,69,1020,297,199,98,239,254,260,234,1523,247,29,61,703,114,313,616
"5",5,"Psychotria carthagenensis",1570755831,-24.036389,-52.387472,"gass84",23642103,202,113,59,2792,291,101,190,234,166,234,164,1535,185,78,26,513,278,513,320
"6",6,"Psychotria carthagenensis",1570755799,-24.355639,-51.903417,"gass84",23711235,201,121,60,2861,295,95,200,235,174,235,163,1467,196,74,29,499,286,499,313
"7",8,"Psychotria carthagenensis",1455891404,-20.598417,-40.423266,"gass84",22933910,245,79,58,1694,315,181,134,260,224,268,224,1099,172,46,43,453,154,286,154
"8",9,"Psychotria carthagenensis",1585208918,-24.444694,-51.843361,"gass84",23728516,196,121,60,2825,289,90,199,229,194,229,157,1493,194,76,29,500,292,500,325
"9",10,"Psychotria carthagenensis",1621081415,-22.26006,-46.58523,"gass84",23279362,195,123,66,2108,271,85,186,217,165,217,165,1528,276,24,69,756,93,677,93
"10",12,"Psychotria carthagenensis",1658203037,-26.879722,-49.1025,"cdround,gass84",24238342,204,92,50,2965,295,114,181,240,168,240,166,1565,191,81,25,522,285,522,294
"11",13,"Psychotria carthagenensis",1676476900,-25.446139,-54.004639,"gass84",23935824,198,131,57,3399,309,80,229,239,154,239,154,1809,227,103,24,560,349,560,349
"12",14,"Psychotria carthagenensis",1837389498,-9.2249,-36.3825,"gass84",20575287,207,86,69,1428,273,149,124,190,217,220,185,1309,228,25,63,631,103,146,567
