"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Maytenus gonoclada",1621081293,-23.144,-46.5628,"gass84",23460803,181,107,61,2253,259,86,173,207,151,208,151,1372,240,31,63,648,111,604,111
"2",2,"Maytenus gonoclada",1676475388,-25.5587,-48.3036,"gass84",23961881,211,73,48,2659,291,140,151,246,178,246,178,2188,310,86,42,912,295,912,295
"3",3,"Maytenus gonoclada",1837380067,-27.455556,-49.05,"gass84",24350663,168,89,50,2878,257,81,176,204,133,204,131,1668,212,93,25,569,299,569,323
"4",5,"Maytenus gonoclada",1587292428,-20.174722,-43.436667,"gass84",22847438,192,114,62,2018,272,91,181,210,164,215,164,1439,302,13,83,789,42,609,42
"5",6,"Maytenus gonoclada",1503332547,-20.301389,-46.528333,"cdround,gass84",22873284,196,123,67,1903,270,87,183,212,172,214,167,1480,285,14,77,777,51,618,74
"6",7,"Maytenus gonoclada",1434685804,-23.229167,-45.013611,"gass84",23478120,156,111,60,2218,235,53,182,182,126,183,126,1675,264,35,62,781,134,734,134
"7",8,"Maytenus gonoclada",1265933399,-24.853333,-48.712222,"gass84",23814991,176,95,52,2976,262,81,181,211,137,211,136,1457,198,69,31,522,245,522,268
"8",10,"Maytenus gonoclada",1077401002,-27.268611,-49.051944,"cdround,gass84",24316103,171,91,51,2907,261,84,177,207,136,207,134,1670,208,93,25,566,300,566,322
"9",11,"Maytenus gonoclada",1077401033,-26.369722,-49.41,"cdround,gass84",24126015,165,106,54,2930,260,67,193,201,128,201,127,1485,179,84,23,489,285,489,297
"10",12,"Maytenus gonoclada",1303587324,-20.445833,-43.905833,"gass84,iddatunl",22899267,179,118,67,1845,258,82,176,195,155,199,152,1548,331,15,82,837,51,660,62
"11",13,"Maytenus gonoclada",1499618516,-20.076944,-43.958056,"gass84",22821506,195,126,66,1901,277,88,189,212,172,214,167,1460,333,11,88,829,35,626,52
"12",14,"Maytenus gonoclada",1303587413,-20.153611,-43.436667,"gass84,iddatunl",22838798,180,114,64,1918,258,82,176,197,153,201,153,1526,314,15,81,819,50,642,61
"13",15,"Maytenus gonoclada",1086968082,-26.751667,-49.873889,"gass84,iddatunl",24212404,178,111,55,3111,279,78,201,216,140,216,138,1474,167,84,19,459,291,452,310
"14",16,"Maytenus gonoclada",1086605638,-25.3276,-49.5084,"gass84",23910012,172,108,57,2738,262,75,187,205,138,205,135,1575,212,78,29,557,282,557,303
"15",17,"Maytenus gonoclada",1424499657,-22.943889,-43.2875,"cdround,gass84,rdatm",23417682,213,88,57,2029,288,135,153,238,188,241,188,1514,204,54,42,580,178,556,178
"16",19,"Maytenus gonoclada",1077401045,-27.179722,-49.049167,"cdround,gass84",24298823,193,91,50,3008,284,103,181,230,157,230,154,1643,195,90,25,548,289,548,304
"17",20,"Maytenus gonoclada",1077400998,-27.000278,-49.14,"cdround,gass84",24264261,180,94,51,2911,273,92,181,216,145,216,143,1641,194,92,24,544,299,544,318
