"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Ocotea aciphylla",1587298420,-26.957222,-49.087222,"cdround,gass84",24246982,197,93,51,2927,290,109,181,233,161,233,160,1604,194,86,24,532,291,532,304
"2",2,"Ocotea aciphylla",1676475198,-25.1725,-48.3031,"gass84",23884121,220,82,48,2974,304,135,169,256,181,256,181,2162,312,75,43,892,283,892,283
"3",3,"Ocotea aciphylla",1829084670,-10.75746,-56.037348,"gass84",20894496,254,140,71,693,351,154,197,252,247,261,245,1992,322,4,71,942,34,295,66
"4",4,"Ocotea aciphylla",1837387957,-2.447417,-59.790417,"gass84",19166406,268,86,83,434,324,221,103,264,273,274,264,2407,315,110,34,879,349,394,763
"5",6,"Ocotea aciphylla",1837380368,-26.953611,-48.989722,"cdround,gass84",24246985,202,92,50,3032,291,107,184,239,167,239,162,1578,197,78,26,540,280,540,284
"6",9,"Ocotea aciphylla",1837394413,-25.1558,-48.2914,"gass84",23875482,215,84,48,2996,300,128,172,252,177,252,177,2152,312,74,43,884,282,806,282
"7",10,"Ocotea aciphylla",1316183541,-24.0414,-47.591,"gass84",23642218,179,99,56,2541,261,86,175,209,145,210,145,1723,260,64,46,703,199,674,199
"8",11,"Ocotea aciphylla",1077406250,-27.180278,-49.320556,"cdround,gass84",24298817,177,97,53,2924,271,88,183,213,141,213,140,1612,192,92,23,525,297,525,322
"9",12,"Ocotea aciphylla",1213674888,-24.898833,-48.778389,"gass84",23823630,175,95,52,2968,261,80,181,211,137,211,136,1485,201,71,30,531,250,531,272
"10",13,"Ocotea aciphylla",1676475337,-24.5355,-48.4642,"gass84",23745877,220,100,52,3050,310,119,191,257,189,257,180,1447,201,50,42,575,204,575,208
"11",15,"Ocotea aciphylla",1258140787,-10.319444,-75.263333,"cdround,gass84,iddatunl",20798994,240,116,83,435,307,168,139,242,233,244,233,2570,353,93,44,1005,286,637,286
"12",16,"Ocotea aciphylla",1638342650,-25.901389,-48.586667,"gass84",24030994,210,74,48,2755,289,135,154,246,175,246,175,1958,284,86,41,808,269,808,269
