"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Campomanesia eugenioides",1585197868,-12.788333,-39.588333,"gass84",21309610,222,70,63,1412,279,168,111,233,211,238,202,663,88,25,36,242,92,221,125
"2",2,"Campomanesia eugenioides",1587320003,-9.270003,-37.957501,"gass84",20583890,228,99,66,1909,303,155,148,206,232,246,199,845,126,18,52,372,79,193,313
"3",3,"Campomanesia eugenioides",1423911521,-15.091389,-48.855556,"cdround,gass84,rdatm",21793228,247,99,68,775,316,172,144,247,242,255,235,1474,272,5,80,739,17,198,41
"4",4,"Campomanesia eugenioides",1676475694,-10.879722,-37.645278,"gass84",20920857,242,86,67,1473,307,180,127,228,248,258,221,1047,168,37,53,449,116,196,377
"5",5,"Campomanesia eugenioides",1702659975,-10.672778,-37.126389,"gass84",20877669,249,69,65,1268,301,196,105,237,259,263,231,1385,246,38,62,648,119,201,535
"6",6,"Campomanesia eugenioides",1423905703,-8.010278,-37.718056,"cdround,gass84",20324695,214,94,68,1565,285,148,137,225,208,229,191,771,165,13,76,421,43,136,117
"7",7,"Campomanesia eugenioides",1424515649,-13.973889,-47.499722,"cdround,gass84",21559981,200,104,70,794,272,124,148,199,196,209,189,1908,359,6,78,939,29,269,193
"8",8,"Campomanesia eugenioides",1090761789,-20.674194,-55.321667,"gass84",22950833,239,118,67,2049,317,142,175,258,211,258,209,1420,229,30,51,592,118,566,184
"9",9,"Campomanesia eugenioides",1077243222,-12.7,-41.333333,"gass84,iddatunl",21292289,242,115,74,1233,316,162,154,251,230,253,223,1078,166,19,58,459,83,396,96
"10",10,"Campomanesia eugenioides",1089186725,-8.240833,-36.385,"gass84,iddatunl",20367927,199,91,70,1476,268,138,130,201,204,213,176,702,116,11,62,308,48,130,216
"11",11,"Campomanesia eugenioides",1089186757,-7.822778,-38.055833,"gass84,iddatunl",20281487,207,96,69,1291,281,142,139,211,219,220,189,1044,197,18,67,517,59,97,201
"12",12,"Campomanesia eugenioides",1213519197,-9.435556,-38.566944,"gass84,iddatunl",20618435,238,108,69,1760,318,163,155,250,229,255,212,513,97,9,57,229,40,162,95
"13",13,"Campomanesia eugenioides",1077239604,-11.675,-41.016667,"gass84,iddatunl",21084936,204,102,71,1481,273,131,142,215,199,218,181,736,104,22,41,275,89,241,128
"14",14,"Campomanesia eugenioides",1424511862,-15.916667,-50.216667,"cdround,gass84,iddatunl",21965995,252,104,68,1030,324,172,152,254,250,262,236,1655,336,4,86,885,16,179,138
"15",15,"Campomanesia eugenioides",1587313027,-10.25,-37.083333,"gass84",20791271,245,88,65,1681,314,180,134,228,253,262,220,876,142,24,60,402,79,145,343
"16",16,"Campomanesia eugenioides",1571705176,-9.805278,-37.684167,"cdround,gass84",20696216,248,86,64,1825,315,182,133,242,250,266,221,551,73,11,42,208,59,144,161
"17",17,"Campomanesia eugenioides",1087682891,-10.291111,-36.607778,"gass84,iddatunl",20791282,256,88,67,1557,324,193,131,252,268,272,233,1164,214,33,64,572,106,189,404
"18",18,"Campomanesia eugenioides",1090747538,-17.821333,-57.382472,"gass84",22354623,261,116,65,2020,342,166,176,278,235,279,231,1198,205,23,62,550,77,523,114
"19",19,"Campomanesia eugenioides",1090669707,-16.357806,-58.308333,"gass84,txmatfuz",22052201,257,126,67,1826,341,154,187,270,235,272,229,1377,249,21,67,664,73,620,112
"20",21,"Campomanesia eugenioides",1587315553,-10.059167,-36.809167,"gass84",20748077,248,92,66,1708,320,181,139,242,256,266,223,727,143,12,71,372,58,119,259
"21",22,"Campomanesia eugenioides",1089185950,-7.484944,-36.911639,"gass84",20212395,221,90,70,1354,288,161,127,230,223,234,200,601,154,2,99,383,9,138,97
"22",23,"Campomanesia eugenioides",1668763034,-9.982222,-38.437778,"gass84",20730758,227,103,69,1748,302,153,149,232,230,245,201,676,88,21,38,243,76,195,199
"23",24,"Campomanesia eugenioides",1424271026,-18.77,-40.4475,"gass84,iddatunl,muluriiv",22553750,236,103,68,1510,310,160,150,247,215,255,215,1147,181,34,55,519,120,369,120
"24",25,"Campomanesia eugenioides",1587307924,-10.118611,-37,"gass84",20756713,253,92,65,1747,326,185,141,247,262,271,227,748,128,17,62,351,65,126,279
"25",26,"Campomanesia eugenioides",1089181639,-7.483333,-36.665,"gass84",20212401,230,90,70,1355,297,169,128,241,231,244,209,469,122,4,98,302,12,208,68
"26",27,"Campomanesia eugenioides",1424285195,-12.826667,-39.951111,"cdround,gass84,iddatunl,rdatm",21318242,224,80,66,1433,285,165,120,236,206,240,203,505,92,11,61,229,40,196,52
"27",29,"Campomanesia eugenioides",1837446593,-9.735833,-38.300833,"gass84",20678921,244,104,68,1705,323,171,152,247,249,261,219,602,86,13,44,235,58,123,157
"28",30,"Campomanesia eugenioides",1587317807,-9.970833,-37.003333,"gass84",20730792,255,91,65,1728,326,188,138,250,265,273,230,658,110,12,60,303,58,121,239
"29",31,"Campomanesia eugenioides",1090152963,-28.709167,-49.409167,"gass84",24618495,194,106,53,3035,290,91,199,233,161,233,156,1338,158,78,23,444,250,444,267
"30",32,"Campomanesia eugenioides",1424301842,-18.990833,-40.916667,"cdround,gass84,iddatunl",22596938,219,111,66,1583,301,134,167,233,200,239,198,1220,203,28,63,595,97,426,105
"31",33,"Campomanesia eugenioides",1252620235,-18.764722,-40.461389,"gass84",22553749,239,103,68,1481,315,164,151,251,220,259,220,1131,181,32,56,518,114,366,114
"32",34,"Campomanesia eugenioides",1089175667,-7.359611,-36.243333,"gass84",20186491,228,90,71,1240,294,168,126,233,228,241,210,387,82,3,79,205,14,132,104
"33",37,"Campomanesia eugenioides",1587305434,-9.238056,-37.996667,"gass84",20575249,227,100,67,1888,302,154,148,205,230,245,198,835,121,18,50,356,79,159,298
"34",38,"Campomanesia eugenioides",1424313337,-8.381944,-35.510556,"cdround,gass84,rdatm",20402508,220,78,70,1165,278,167,111,209,226,233,203,1447,247,32,59,662,118,287,588
"35",39,"Campomanesia eugenioides",1424237200,-10.454722,-40.1875,"cdround,gass84",20825756,233,103,71,1456,308,164,144,242,232,247,212,776,102,21,35,267,91,252,199
"36",40,"Campomanesia eugenioides",1252620254,-22.458333,-42.037222,"gass84,iddatunl",23314032,229,85,59,1882,298,154,144,244,205,254,205,1119,175,38,45,452,119,368,119
"37",41,"Campomanesia eugenioides",1837449355,-10.066667,-38.35,"gass84,iddatunl",20748040,242,101,68,1743,315,168,147,247,244,259,216,631,83,20,40,236,78,177,181
"38",42,"Campomanesia eugenioides",1424297469,-15.808056,-48.815278,"cdround,gass84,iddatunl,rdatm",21940109,214,98,71,817,279,141,138,216,208,222,201,1546,269,8,75,726,31,228,49
"39",43,"Campomanesia eugenioides",1077218271,-10.6,-39.383333,"gass84,iddatunl",20860335,238,116,72,1714,321,161,160,240,230,255,213,500,72,13,38,176,57,162,108
"40",44,"Campomanesia eugenioides",1077594995,-10.03,-36.454444,"gass84",20739446,243,85,68,1445,307,183,124,229,255,258,222,1190,209,28,65,566,94,180,461
"41",45,"Campomanesia eugenioides",1424066604,-11.693889,-47.701667,"cdround,gass84,rdatm",21084776,249,125,69,737,338,158,180,247,245,259,239,1636,297,3,83,833,18,188,38
"42",46,"Campomanesia eugenioides",1089178180,-7.250833,-37.380278,"gass84",20169183,214,91,71,1320,281,153,128,223,207,227,194,749,199,4,103,500,17,222,68
"43",47,"Campomanesia eugenioides",1077214507,-12.266667,-38.966667,"gass84",21205945,233,79,63,1608,297,173,124,228,221,251,210,893,113,35,31,297,134,199,239
"44",48,"Campomanesia eugenioides",1077592165,-8.943333,-37.749167,"gass84",20514775,224,94,66,1890,296,154,142,230,227,241,195,683,102,13,51,270,54,223,192
"45",49,"Campomanesia eugenioides",1424066645,-15.783333,-49.133333,"cdround,gass84,iddatunl",21931461,236,95,67,852,303,163,140,238,233,244,224,1604,272,4,78,778,20,225,43
"46",50,"Campomanesia eugenioides",1077591265,-9.716389,-37.476667,"gass84",20678941,256,87,63,1877,325,189,136,249,258,275,228,551,85,11,51,230,60,128,178
"47",51,"Campomanesia eugenioides",1424101362,-12.753333,-39.783056,"cdround,gass84",21309606,223,76,64,1433,282,165,117,234,204,238,202,550,88,16,50,228,63,200,79
"48",52,"Campomanesia eugenioides",1077593114,-13.201944,-40.6425,"gass84",21395985,230,96,71,1389,296,161,135,243,212,244,209,671,112,11,66,298,39,278,43
"49",53,"Campomanesia eugenioides",1077593236,-13.166667,-40.166667,"gass84,iddatunl",21395996,194,81,67,1368,255,135,120,206,179,209,174,771,105,29,36,271,112,253,135
"50",54,"Campomanesia eugenioides",1424066923,-12.7,-39.766667,"cdround,gass84",21292326,231,78,65,1440,291,172,119,243,212,247,210,538,84,17,50,219,63,193,72
"51",55,"Campomanesia eugenioides",1424101463,-12.733333,-39.766667,"cdround,gass84,rdatm",21300966,226,77,65,1452,286,169,117,238,207,242,205,534,86,16,51,222,60,194,72
"52",56,"Campomanesia eugenioides",1424066713,-14.073333,-47.333333,"cdround,gass84,rdatm",21577265,247,103,70,777,317,171,146,247,240,256,236,1476,267,2,83,765,13,192,27
"53",57,"Campomanesia eugenioides",1077588548,-10.618333,-37.009167,"gass84",20860392,249,74,66,1339,305,193,112,236,259,263,230,1372,257,35,64,650,112,198,520
"54",58,"Campomanesia eugenioides",1089156111,-7.115,-34.863056,"gass84,iddatunl",20134684,254,76,66,970,306,192,114,249,260,262,238,1956,335,40,64,897,134,424,779
"55",59,"Campomanesia eugenioides",1424071694,-8,-48.483333,"cdround,gass84",20324437,262,121,75,395,344,183,161,258,265,267,258,1851,301,8,66,845,51,112,720
"56",60,"Campomanesia eugenioides",1077180273,-8.571389,-40.122778,"gass84",20436958,246,123,75,1472,326,162,164,254,228,260,223,534,124,3,86,290,16,177,25
"57",61,"Campomanesia eugenioides",1424066627,-10.6,-38.416667,"cdround,gass84",20860358,231,102,69,1679,306,159,147,225,231,248,206,805,105,29,38,299,112,186,257
"58",62,"Campomanesia eugenioides",1424298067,-19.023056,-40.647778,"cdround,gass84",22605585,239,107,68,1523,316,160,156,251,219,259,219,1152,189,28,61,552,100,386,100
"59",63,"Campomanesia eugenioides",1095197288,-13.566666,-48.166666,"gass84",21473565,258,111,68,779,335,174,161,258,250,266,246,1435,253,2,82,722,12,197,20
"60",65,"Campomanesia eugenioides",1141374316,-14.163333,-47.593056,"rdativ",21594538,217,102,69,789,288,142,146,217,212,226,206,1804,350,4,81,900,20,260,47
"61",66,"Campomanesia eugenioides",1090669688,-16.368056,-58.291389,"gass84,txmatfuz",22052202,256,126,67,1837,340,152,188,268,234,271,227,1373,248,21,67,662,72,619,110
"62",67,"Campomanesia eugenioides",1094797433,-8.284167,-39.151667,"gass84",20376501,239,105,69,1450,317,166,151,247,234,255,218,547,141,4,92,327,19,140,31
"63",68,"Campomanesia eugenioides",1252591303,-8.341111,-39.381111,"gass84",20393775,248,106,70,1228,327,176,151,253,237,262,230,566,149,4,95,346,18,143,27
"64",69,"Campomanesia eugenioides",1252591349,-9.206111,-38.013889,"gass84",20566608,244,101,66,1875,321,170,151,249,248,261,215,570,77,14,43,219,57,178,149
"65",70,"Campomanesia eugenioides",1090916726,-8.434333,-36.962056,"cdround,gass84",20411113,212,92,69,1555,283,150,133,213,219,227,188,805,130,15,58,352,61,101,229
"66",72,"Campomanesia eugenioides",1087694009,-10.4022,-37.07352,"gass84",20817191,243,84,65,1572,309,181,128,228,251,260,221,1008,164,29,60,466,91,164,404
"67",73,"Campomanesia eugenioides",1087695538,-9.9675,-37.083056,"gass84",20730791,257,91,65,1744,328,190,138,252,267,275,232,645,105,13,58,293,58,119,235
"68",75,"Campomanesia eugenioides",1252591186,-7.693611,-37.761111,"gass84",20255574,213,94,70,1415,283,149,134,222,208,227,192,846,187,11,81,476,39,137,125
"69",76,"Campomanesia eugenioides",1094926076,-12.628333,-38.985,"gass84",21283705,235,76,64,1463,295,178,117,230,233,251,214,1267,173,65,34,462,230,232,391
"70",78,"Campomanesia eugenioides",1270103637,-7.78,-38.035556,"cdround,gass84,iddatunl",20272848,225,98,68,1564,297,154,143,234,218,240,201,797,186,9,87,471,28,157,80
"71",79,"Campomanesia eugenioides",1087693522,-9.979444,-37.863778,"gass84,iddatunl",20730772,228,88,65,1746,295,161,134,208,229,245,202,675,96,17,46,278,77,146,242
"72",80,"Campomanesia eugenioides",1087690792,-10.863056,-37.628444,"gass84",20912217,237,85,68,1460,301,176,125,223,244,253,217,1113,181,39,54,487,123,200,409
"73",81,"Campomanesia eugenioides",1090914630,-8.59365,-37.234261,"cdround,gass84",20445667,207,92,67,1664,279,142,137,209,212,223,181,902,135,19,53,374,71,184,273
