"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Psidium cattleianum",1837380611,-27.54,-49.41,"gass84",24367935,167,97,52,2922,261,77,184,203,131,203,130,1603,195,93,22,521,298,521,328
"2",2,"Psidium cattleianum",1585208751,-31.588473,-52.456914,"gass84,txmatfuz",25214582,180,103,48,3679,290,78,212,154,194,227,133,1398,139,77,17,402,280,371,392
"3",3,"Psidium cattleianum",1658213791,-24.004722,-46.501111,"gass84",23642244,223,73,51,2318,292,149,143,253,193,253,193,2617,358,86,42,999,296,999,296
"4",4,"Psidium cattleianum",1587296399,-25.452222,-49.234722,"gass84,iddatunl",23935939,171,102,57,2581,258,80,178,200,142,200,136,1370,183,75,28,480,245,480,259
"5",5,"Psidium cattleianum",1801100666,-5.056667,-41.509722,"gass84",19711164,263,116,73,896,345,188,157,256,262,275,253,1005,261,2,105,647,13,41,315
"6",6,"Psidium cattleianum",1819183092,-22.753889,-41.996944,"cdround,gass84,rdatm,txmatfuz",23383153,229,68,56,1735,290,169,121,241,208,252,208,908,124,39,34,326,121,262,121
"7",7,"Psidium cattleianum",1701216081,-23.325833,-51.201667,"gass84,iddatunl",23495252,210,120,62,2496,298,107,191,237,177,237,174,1455,209,50,40,567,183,506,233
"8",8,"Psidium cattleianum",1837380384,-27.718889,-48.871389,"cdround,gass84",24411148,179,77,46,2963,262,97,165,216,144,216,141,1627,231,83,31,598,273,598,294
"9",9,"Psidium cattleianum",1457569444,-20.605,-40.422778,"cdround,gass84",22933910,245,79,58,1694,315,181,134,260,224,268,224,1099,172,46,43,453,154,286,154
"10",10,"Psidium cattleianum",1423930202,-22.398889,-42.413889,"cdround,gass84",23305383,181,98,58,2060,263,96,167,199,156,207,153,1418,245,29,62,648,104,573,130
"11",11,"Psidium cattleianum",1270108132,-28.859722,-51.3975,"gass84",24644367,171,98,53,2961,269,85,184,160,143,206,133,1802,190,128,11,510,415,443,431
